"","V1","V2","V3","V4","V5"
"engaging",-8.70906214545012,-45.4886673832164,-41.6275102220485,-9.42876284402567,-8.90210199579295
"extensive",-9.18097970811658,-9.15842680412934,-40.1262853783103,-8.2542930307213,-8.60633268100527
"facilitating",-8.20000310671429,-18.0956622357181,-9.47933175392421,-14.4832326960264,-14.8963141104971
"feedback",-9.45543097909141,-7.2404984987287,-8.18182083805234,-7.9304139550558,-7.2351173937152
"fidelity",-9.72525952875265,-29.3306981789688,-65.9614948313739,-16.7503744477771,-11.4432355681551
"flesh",-10.4317158088247,-31.2059650510204,-258.405948620448,-32.854057174216,-54.8681183847359
"flow",-8.87527890670412,-7.5185594945844,-35.862538700998,-8.78500811832229,-9.1914633942496
"history",-8.76642464361537,-9.70752900078211,-28.9312519680402,-9.55811861235785,-10.747643701654
"input",-8.63414074035736,-9.13823323979991,-35.5111161696503,-8.15883483790364,-10.0359752927642
"interactive",-9.53925059902177,-16.9518058752896,-14.1229824133786,-8.20820428841491,-7.23674071573963
"internationalization",-13.3761548065501,-31.0720502354972,-258.479306031484,-32.6789422357519,-53.6303561065468
"involving",-9.32549352669552,-8.78205286926807,-47.0482970969883,-9.34481844424918,-9.71584164947763
"journey",-9.77102750944036,-37.5119503402095,-61.2706519648874,-25.3028111089423,-8.94346258067104
"links",-13.6168010955086,-9.80415674877743,-24.2008940598722,-13.5567754184477,-18.8528631667627
"medium",-8.74047439819087,-42.5145534586742,-70.6724782916939,-15.3121527612617,-10.2462007676356
"mockups",-9.61495572902168,-37.4857542429935,-260.131844224463,-23.5232230721582,-47.1991121375678
"moderation",-10.2851153412074,-30.6991439339464,-214.687477159249,-23.8906877551706,-23.2065968392072
"modern",-28.0219358660056,-10.0302151166631,-40.0048473641184,-7.84978607543181,-8.47814410081989
"offer",-7.77885236923982,-18.6843001742461,-26.2546429331838,-8.54454139479736,-6.60708649934917
"portfolio",-7.11649903453899,-16.7262571026668,-48.8693381383087,-9.25868005930543,-8.1106219687392
"prepared",-8.86741363563351,-20.7197968363629,-48.3045360638273,-9.57942997267057,-8.53591136906367
"prototypes",-12.8366571457323,-7.59670515433467,-47.0355936216032,-7.96799812659071,-11.9278702677216
"publishing",-15.8632245686076,-32.4696398410804,-45.7383144550823,-9.88856902553445,-7.84286787253966
"qualifications",-21.3094898724781,-9.38792221999867,-7.3850613355018,-10.1443605648037,-6.31486007332566
"refine",-13.9370859620443,-8.92712441301246,-18.5153876564203,-16.7387169193878,-7.70149260055459
"researchers",-9.36168639658738,-12.0843966187618,-42.6255839300272,-8.92956240468483,-19.86222090583
"revising",-10.3804225146476,-30.8361811560232,-248.569253839056,-33.0257105563748,-43.2136070416887
"savvy",-7.99100863128513,-46.6894817224834,-18.5479340342913,-9.12124444278725,-15.185472383201
"sketch",-10.3321119982601,-45.2708114105913,-56.3532559162924,-18.1230970927916,-76.6449935726881
"stages",-10.1556940599617,-8.02291226007686,-39.2643839245753,-8.67233291935701,-9.12934073708703
"succeed",-9.59241030460072,-11.4964495278955,-45.3842002731765,-8.67929866145918,-10.5213935800246
"successfully",-7.93684772681079,-9.84091621285773,-5.92835482718463,-16.249297740921,-8.71966002703909
"tagging",-9.96470140121761,-50.5396685423704,-42.594049354523,-9.44635755107979,-13.3983919096288
"taxonomy",-9.4522153766724,-45.0162643957841,-76.2639700226536,-16.4014772605315,-9.49136285352144
"tuning",-28.8043916601137,-9.81173122825599,-26.9582834065266,-7.95345930492974,-12.1805956815595
"updating",-8.90968066990741,-40.4024216433592,-73.9671529335644,-10.9637807807788,-21.8353248717167
"uphold",-9.7927327021036,-36.3227001994999,-65.3124611251359,-19.1837646066484,-34.6329614453641
"visualizations",-18.1943870851349,-39.2989281130726,-49.2985697792346,-9.45575917858135,-8.16161802875191
"wireframes",-12.1455407865935,-47.6396755784057,-236.561650472497,-10.1746260213729,-12.2110440492504
"workflows",-9.22363001208052,-9.99598752479618,-56.2042409909102,-7.96705292582021,-9.14542978965521
"workshops",-9.57329144045557,-41.1276851160667,-89.715216443895,-23.4394117415499,-12.1613969374143
"action",-7.20156077493883,-7.57741421950168,-51.4473376046438,-9.13998656365682,-7.45413150040222
"assemblies",-63.0347909543715,-8.02205175031787,-65.7121762626111,-76.1129546873105,-167.355445701328
"briefings",-13.2935253656822,-9.92386958169519,-53.4528235743092,-47.4111300999876,-10.9189199067196
"corrective",-9.60793140878282,-6.97663536958697,-39.6913741770313,-25.2218668332579,-17.5905023820791
"customized",-9.75101135268457,-9.1520271109409,-67.866371166591,-36.4530095876551,-9.93997724680579
"diagnosis",-9.67230518958434,-8.86826177157098,-44.9739090247203,-16.81265664135,-10.9899610800227
"disciplinary",-9.89942548715895,-7.71741876013493,-24.9416831500618,-11.3662646695023,-10.1289415307241
"fosters",-9.85164894365212,-7.81061951741702,-8.75591379487595,-16.12524091192,-11.5582462250098
"fundamentalsdesign",-355.862339175167,-13.0326870444141,-330.212938645458,-374.229388363011,-365.914648864697
"imagined",-111.683223424934,-8.77000716737281,-312.411756925708,-367.9275035531,-120.834930795107
"innovation",-7.51018762933055,-7.26332826933256,-27.7560706772406,-8.37601004562244,-6.80169556052857
"instrumentation",-38.7546203540962,-7.43018407573144,-67.8854066559334,-9.9778167005684,-11.7785282739555
"interfacing",-32.4994502686245,-7.28526875002147,-80.6201598611862,-14.5308845804174,-12.123800120166
"ipad",-7.89425108487509,-7.33469387397337,-15.293229766,-8.32508684571084,-14.84577189568
"measurement",-8.77404041333459,-7.14123040747609,-31.9733382057085,-8.86958126031806,-9.10281324692248
"metrology",-60.9092858820646,-7.64819198162503,-106.791787497042,-91.4036253851174,-83.2276943269166
"mixed",-18.4243669464767,-6.80162627162522,-39.7021898416002,-45.7135137800252,-10.1210342542839
"mode",-72.1136320632271,-8.79712229909193,-59.6054294509241,-9.399414490731,-36.6999489898369
"never",-10.6017891329525,-8.73925200906897,-65.1024083886612,-28.9909671715836,-10.6587172358268
"noise",-39.6373979664212,-7.74584827919475,-38.6801668197439,-10.9384689814511,-44.6425499845874
"principlesdesign",-231.475755137691,-11.6463926832942,-334.410094594731,-381.787877193308,-261.773579570578
"schematic",-71.4200913161532,-8.00224912302169,-89.3085605119831,-80.863066682862,-89.1302530945893
"settingdesign",-357.001073389453,-13.0326870444141,-331.389568135998,-373.389612311286,-366.939126594319
"sharp",-13.7043360128012,-8.13959400220353,-71.0013071435045,-11.2627529175236,-9.49244413817976
"skillsdesign",-362.721519081088,-12.3395398638542,-332.045340116388,-379.023050681537,-372.089767911796
"spice",-116.788300893326,-9.73685017840979,-222.068121685184,-84.2248936914387,-129.991338624611
"statesdesign",-73.3335121075609,-10.3972439304256,-84.3514419412696,-13.4756499284106,-37.4460145409698
"teamwork",-7.61682042667743,-9.5932535088475,-35.6368126236807,-10.1622707919661,-9.38597659336085
"yield",-10.9609900800251,-7.1743939732889,-45.3928408388187,-10.0212097332399,-11.6998398050234
"compiled",-12.7123861049959,-9.90745065304259,-168.804604220878,-11.5380597474194,-31.7968938495292
"devising",-141.68463517526,-130.835564104298,-277.419993425597,-9.99856296627894,-93.6497334355011
"dive",-10.7528150058309,-8.49493421811662,-38.1306250029158,-9.53051040902978,-9.74001567959428
"education",-7.88578590123579,-10.764415937069,-6.53181389597649,-9.09712631429057,-7.07388928227969
"extract",-8.88188081627895,-10.1962864542114,-54.3588344110332,-8.36413800405398,-9.53050008556047
"first",-8.52297338448333,-7.39217874253452,-5.66272502486774,-8.72067746972113,-8.0126951053252
"general",-8.13048737707138,-8.73094227511115,-52.5711091777908,-9.29996731759793,-10.0428288346504
"inner",-261.454694628905,-12.8681310602936,-93.4920961231383,-9.91885161392322,-62.938222161808
"learned",-16.7470401719723,-10.1756620319494,-117.454875675937,-9.50753224901633,-38.3953576545557
"loops",-49.2468171550583,-9.79685315845929,-69.6307902948848,-9.89865286447544,-57.1026628155205
"mix",-9.2734533894835,-9.76070208562628,-9.93597271023804,-8.52660949729401,-10.2235682606411
"neural",-81.1022616467059,-11.4914184032993,-53.1226522882602,-8.65485772858125,-26.8579237646795
"nlp",-78.7666334749447,-81.0863673586739,-38.6054487438649,-7.60334507125129,-42.5845040426707
"personalization",-62.3747366179582,-58.1418280871718,-85.884208926974,-9.36391307718733,-9.94750062805676
"predictive",-22.1484685289468,-9.88850484945806,-46.2368421386089,-8.9309227695908,-7.66900134315755
"protecting",-42.7230770324761,-125.287059417447,-88.8540480726915,-8.24178868399001,-17.2357631565155
"ranking",-32.8729490162868,-119.466510707806,-72.9156447604599,-8.99232399777856,-38.8142309944779
"specialized",-27.4244574179701,-10.2709904523365,-70.5283958090766,-9.52786735216431,-8.37480390967686
"unit",-8.30853051115228,-11.2346425536878,-43.1485128345437,-7.95098605094208,-9.44913923656246
"accountability",-7.35624585144649,-59.6122963148618,-74.6282898251313,-47.1039046274415,-10.5889432358315
"accurately",-8.13131421364969,-10.1271595639897,-37.4664125308462,-22.9040540234856,-10.5259022859393
"activations",-16.8223964916962,-13.4933307967059,-291.060187051996,-11.687175758127,-10.7330905131891
"ajax",-59.4481068049277,-71.5755175492364,-59.0906412319717,-9.74073387655191,-26.9012143538159
"completeness",-9.26177010246369,-40.0281072797192,-83.0120508973286,-26.0235089246361,-11.3708127516869
"comprises",-12.0864881097882,-9.4670278237178,-61.1162516559674,-18.709572011901,-22.5830165256044
"computing",-39.4262624564197,-9.25196313672133,-26.3014511253557,-6.6487680731022,-8.31872285399695
"consensus",-10.2139315885577,-44.3689523083797,-71.6391308496474,-9.77634615667641,-7.96716290882612
"contribution",-9.6019418808111,-32.652886389929,-56.1948241738043,-11.125684190932,-10.5924759863218
"custom",-8.81210591337285,-7.38472246032363,-43.5554138513883,-8.60259096357189,-9.67857611357051
"downloads",-28.0377411314073,-43.2696215046076,-73.3708288444953,-11.54066985154,-8.84662102409128
"energetic",-8.447952774193,-13.0951852216274,-53.5464178169874,-6.97823908974183,-22.7617693186464
"engineered",-15.2758280089727,-10.0018083358942,-16.1455339100091,-10.3012961256009,-24.6515918617252
"enterprise",-7.72329231791582,-34.2766266303199,-33.8782441660647,-8.60397608289903,-5.83326927591717
"etcjoin",-22.8940614230941,-15.7718969596412,-293.58455825384,-14.1404356095928,-13.8654137657103
"evangelize",-15.4531184937849,-10.210085301205,-13.5859228439227,-8.91842390452283,-10.8931222249648
"facet",-34.302617913732,-27.6134326985479,-11.4640806285908,-9.7119127218969,-27.5400294215265
"focuses",-12.7512595479288,-48.4455407187227,-56.73247105049,-8.53073580179892,-7.88924179678913
"function",-8.69050092952558,-8.31481353694976,-43.3833655769742,-9.63334514493823,-8.32424154422522
"generalist",-13.8832904077945,-40.4487463077759,-24.00201331887,-9.2021457157094,-30.9590619318285
"git",-50.0567088045241,-14.312273382697,-50.1106105595957,-8.43904983455028,-20.2277519655098
"illustrate",-17.8371823677867,-18.9150789635437,-94.8554791970959,-12.6197415472887,-10.0734354399489
"javascriptjoin",-19.880808242993,-17.4280950542491,-293.863751371832,-13.7536939950967,-14.5936656797896
"json",-44.3143404224128,-31.0373281687107,-43.1816317310825,-8.8080958062046,-11.5044064275727
"judgment",-8.3607961966643,-31.3843728400391,-81.1804912604084,-13.9314367972892,-9.73267892185982
"lifecyclejoin",-21.3302115293992,-16.6128791042095,-295.914966740486,-14.7260663020804,-13.335487994446
"look",-9.33930097840011,-12.3908660161066,-50.9611354468381,-8.04206106319308,-9.68145753276296
"milestone",-10.7409912282778,-9.0427019851896,-83.3332088690756,-32.833911124154,-20.9679356921053
"mongodb",-44.2415965587117,-67.3629457603019,-50.5329934125765,-10.705020677278,-8.55156243104102
"object",-38.249118097461,-11.3002617229105,-42.7866606498601,-7.23797546938308,-10.4653086252672
"oral",-8.90029104994665,-13.9333810007068,-19.7282878110895,-7.73219046411176,-8.59499722635148
"plusjoin",-17.9092843181981,-13.8776016746382,-292.679795869445,-12.7981802418069,-13.6470435160128
"pocs",-19.1126507332203,-18.1747072989044,-292.354817922067,-13.9144274657306,-10.0287544528915
"primarily",-9.73498534171959,-9.33034044972574,-46.2357133413577,-8.42671176333016,-9.16151186325087
"prioritiesjoin",-19.7765971914475,-17.2230189841905,-294.119731725173,-14.4725912315318,-13.4546583164156
"ranging",-17.2742554472456,-11.887195126012,-9.72928617406686,-7.91973255076066,-9.8781263031567
"reflect",-9.45645867286732,-16.3837438840384,-31.7892127918901,-10.28022026903,-10.5452746604621
"resellers",-9.44437514424774,-35.4008884238457,-78.4338767106112,-24.6518958157841,-18.9979733738989
"rest",-10.6441565957952,-9.10395341620001,-63.7684147041282,-7.99000772833647,-13.8342297564435
"shaping",-21.477566900149,-47.2236401556626,-59.5755165277868,-8.33764838961789,-9.24702773947086
"solutionsjoin",-19.9309664854208,-16.0255125383314,-294.153279627037,-14.2126802743979,-13.7444396286961
"sound",-10.8131373110196,-9.42727184662527,-6.75880915975522,-8.67272896189181,-8.63468432715425
"spring",-35.1996137297775,-53.2357484289427,-76.4064698074871,-9.17775314019273,-12.3822430917095
"standardization",-9.11677261271218,-9.02222610981155,-107.67524292387,-21.3151361244261,-9.84258162636437
"strength",-11.5031857435824,-9.45626058403269,-30.0865613570076,-9.62004735246212,-10.5291879732047
"supervisionjoin",-19.8576629677257,-17.6981353752667,-295.346943475445,-13.9592689425494,-14.0111978570074
"svn",-53.8769393192094,-15.1501314927138,-67.5916151980378,-9.69977243566422,-16.1568454698498
"undertake",-28.588454129894,-27.2237513513374,-72.6901910597109,-14.945150464292,-9.57746706354374
"varying",-10.324393487821,-10.6864900657473,-60.1635374061281,-9.75842028738089,-10.5228924570778
"yet",-8.7331680549917,-8.42977994554728,-38.1322164254302,-8.70634102620038,-9.33682507039677
"access",-8.32197003580542,-34.6030088625916,-11.822219240047,-7.81073034535221,-7.37576670872138
"ads",-22.6326307101869,-78.1419907568851,-77.4142308515258,-7.84804229266556,-8.91170942999694
"advertising",-9.72668388404336,-79.5741947030563,-57.8161857581977,-6.64094990498056,-15.9977877333433
"algebra",-36.2248875168724,-56.8397647568884,-231.146854850244,-12.7247135198452,-11.6082616185586
"assuring",-12.5301935061356,-10.4195507870852,-35.1332144563589,-10.8150077483742,-24.9430121621465
"auction",-372.864176404937,-373.018717388891,-339.125024216802,-13.5249234908951,-86.3333057483664
"behavior",-23.662203229952,-8.50217358482564,-43.2566595771986,-9.25970049621811,-8.00182760785889
"behind",-25.5320249666774,-70.1633109244945,-5.76786753451781,-9.19745007544875,-9.08416088970155
"benefit",-9.03094758647707,-52.8442188474934,-45.3145007943314,-9.63809979707399,-10.6202806811079
"breadth",-57.8471960450703,-9.76428193463301,-71.3104994079041,-9.45339584850585,-8.82414317332301
"campaign",-10.283491667156,-74.804297559077,-48.079444035134,-10.4608432410967,-9.07462234258253
"compilers",-121.761123868525,-41.0302976889377,-288.556635142864,-10.6345517340899,-30.6822588289079
"concerns",-9.30592830232189,-10.1956143171959,-38.5012034197236,-10.2594407260752,-10.4373154258744
"deadline",-11.0079721002783,-93.6777251426793,-54.0144752783168,-8.40821873716824,-12.5064552665707
"deployed",-21.2235482546644,-14.3168661853207,-79.502179270773,-8.15572076297235,-9.99032040748517
"detecting",-63.7601316448427,-88.6061561940953,-88.9005381895603,-10.5238693053995,-10.7510991584702
"enabling",-9.78334538623012,-9.83909310211574,-37.6771151873833,-7.65007834144557,-8.24212854763133
"enrich",-11.7846538613105,-39.6345693262576,-22.5876678368212,-7.75320558344671,-30.2978073842641
"finally",-24.1700988388005,-47.4523091917245,-42.7335173975516,-9.43914844449657,-10.5838818239234
"game",-57.7743239226196,-82.6106606298562,-49.4503496176363,-8.46426673237284,-14.1207259523171
"imaginative",-51.6048488119171,-92.4273807084468,-72.3299025701339,-7.45649790265099,-40.4388353506494
"informative",-63.144117593009,-75.4637225099057,-104.13625250545,-8.46867768554679,-42.2410864526837
"investigations",-8.83500260701858,-8.07197202749286,-61.9951414902083,-19.1531837143191,-8.90212229071894
"involves",-12.6702140530475,-8.74401038195525,-32.3958225227534,-7.5404426840056,-11.3496035385006
"linear",-24.8992870039365,-10.1172500930081,-9.96063772913445,-10.1449794554087,-11.2373909363835
"makes",-8.15538979432633,-8.97263514815814,-21.9442536631362,-7.78666690664542,-7.90972645382923
"monetize",-59.9978406153683,-286.41835287548,-102.957806632291,-8.54818974847453,-51.0707233824135
"networking",-16.669698818097,-26.3425264527432,-23.5973654709099,-7.99546426466819,-9.17623548403456
"news",-35.9199539364568,-44.4371396095157,-56.4859551275224,-7.55841000579086,-8.21027384831434
"performant",-70.997877839648,-78.4073590598247,-66.1673782177698,-7.9228046700154,-42.3703767255828
"promote",-8.69457204007879,-10.1427799332261,-74.2397054562794,-8.37475998145879,-9.91072064141031
"publishers",-57.0579429416639,-86.586900499246,-82.641372571447,-7.99153400255805,-29.0666666194472
"quantitative",-8.44111181251892,-12.1263945419727,-74.8134810100275,-12.3544271381712,-6.85366887716539
"sas",-10.8458615392072,-42.3091646969217,-79.4740846460123,-10.6889426800576,-8.13733941498903
"spss",-11.3092234346755,-28.1338023474858,-82.8691767513354,-13.8921422246432,-9.52172861464451
"statesat",-12.0545563995589,-67.7384842929095,-52.8783487741111,-11.0253430949267,-15.5508565014681
"streams",-8.99292096535233,-72.9922005660714,-49.1025318723617,-8.71779141441835,-11.4271685666477
"abstraction",-83.4968824651468,-10.4803865432312,-218.313476406957,-9.44462039114061,-56.6501784214079
"advertisers",-26.098149727212,-142.780307679416,-87.2308624240703,-8.46869810867559,-18.6799331197303
"architect",-10.1751762398603,-7.65247014944819,-43.5182923725835,-7.27267583354829,-6.94444131792369
"back",-8.69682956066216,-41.0659995170501,-52.5910484325674,-7.41456620410212,-8.22864120940086
"breed",-48.9606910706577,-166.280723888728,-79.32279150421,-9.45829132422003,-10.5717823034178
"built",-9.22639694320339,-13.6530878839895,-33.3592498739549,-7.61277932135213,-8.66605346447772
"counts",-25.5533486785581,-81.5592240918354,-57.3233017229297,-12.2748607983211,-11.6809403662976
"designed",-9.36563946325245,-8.49406627673281,-57.5306435882133,-8.74742708332113,-9.48778918415863
"desirableare",-377.797255334756,-381.146451915753,-350.151506428016,-12.426311202227,-365.687662088562
"drivenare",-377.271747412345,-381.52827545082,-349.550761546019,-12.426311202227,-364.286723145975
"elegant",-15.0210831000754,-10.6181090062409,-34.2309818556275,-7.98206370829193,-9.98072663513253
"encapsulates",-374.290402433159,-376.771011429417,-347.798248894817,-9.71826100112478,-364.078814861876
"entire",-8.79703294125046,-9.02305896068605,-25.5440915538436,-7.62037638021555,-8.15942729786687
"environmentare",-376.685251291957,-379.520948060726,-352.516802616476,-12.426311202227,-366.694708913764
"ever",-10.9933907381392,-19.1627610460143,-37.2426975445787,-8.11724380288893,-9.50080508292638
"excited",-44.828806747909,-80.3532029486457,-20.7139814039396,-7.44886770831344,-11.9464880155714
"glue",-373.960948736724,-378.632357091558,-348.693206933472,-9.71826100112478,-362.714711314994
"hadoopare",-357.975174682034,-367.598764717945,-295.06069241982,-12.1386291297752,-76.7038515832022
"hibernate",-25.0752290895352,-41.5191053850483,-117.040047776182,-10.6345521941959,-36.7964808937626
"instincts",-73.235988488272,-299.936942551701,-181.974676917904,-9.67477588918504,-49.8395305085706
"judgement",-9.68244789801462,-43.6131108445809,-7.22440817257517,-9.16000033463806,-14.2187787960032
"keen",-9.12722782290135,-46.3338356517569,-53.5844378726583,-8.62484431104244,-8.88166886635963
"layer",-50.8871419796468,-9.36692150582829,-61.6708747453261,-9.08445282351215,-15.2480051190207
"millisecond",-377.778623001205,-379.291787616098,-350.106506957456,-12.426311202227,-365.018601764607
"monetization",-52.01416462214,-68.9977248192584,-63.6544016121926,-9.14797550580583,-9.09898201432344
"possess",-7.83208909836956,-11.1299797696416,-49.1382083192558,-7.74099200769204,-12.0019176492231
"prospect",-75.152617262888,-119.75314738397,-64.9310872052757,-9.32023087150413,-48.3830034602314
"provides",-7.21358670765498,-8.64982724371156,-16.5370011751592,-7.20752474363185,-7.7098557009291
"requiredare",-358.188565643683,-370.65150532105,-292.553987847432,-12.1386291297752,-76.1633316186832
"secure",-8.64190142814818,-8.9347403648447,-19.6927927628344,-7.21140617114934,-8.96569716522411
"servicesare",-375.020102232048,-97.8886310750087,-313.876528275597,-11.915485578461,-133.068679521779
"solr",-94.1534697652103,-104.126610032595,-65.5999496703236,-9.04758667682753,-30.0723802372538
"statesare",-13.2370882137975,-22.0010621362316,-45.8586688244469,-10.4875373220197,-28.3102185577455
"talk",-8.83009648592076,-12.0754459683659,-12.5785473828099,-8.29075452374692,-22.8132302227062
"teamsare",-377.57669286231,-381.18282899752,-350.407451233562,-12.426311202227,-364.70472437429
"techie",-374.465303227442,-377.405908059274,-348.257348236313,-9.71826100112478,-361.497032223059
"thousands",-38.8715864158066,-49.461454543899,-53.8608064305423,-8.12676079371377,-26.7944560110981
"usage",-21.9274213207975,-9.53629278614857,-79.9713906955031,-8.18399852466411,-7.67734925071823
"wed",-85.6704026233848,-87.4912599813337,-50.5902775054332,-9.15547563843196,-34.8424569487345
"wellare",-377.052849574579,-381.175885562856,-352.541423105914,-12.426311202227,-365.321382761747
"applicant",-17.4874870213315,-8.47985161458769,-47.5394433933261,-44.3930162228834,-9.04289228733728
"bash",-54.9440523993464,-10.2645324136832,-49.2597744521239,-9.10523037789873,-27.9356958042905
"coverage",-9.68565771025698,-6.64103056552952,-58.0289959992714,-10.6586483588943,-10.0175773145103
"definitive",-17.5892085987443,-9.29501742590047,-277.316310882585,-143.421771573936,-9.9927352025423
"diagnose",-16.8538881419285,-9.12952976944304,-7.02026507536261,-14.0363387934816,-20.320897315481
"experiment",-94.558051176724,-9.92797310264892,-46.9606535382812,-13.6971765214445,-8.81159553896176
"integrated",-8.38036822509697,-7.1518623436226,-40.2017744359066,-9.55629940987818,-8.57719265088358
"intuition",-23.4694271385319,-12.2101597577029,-9.05200517498301,-10.9004710279814,-9.76629201409209
"matching",-48.2164364255276,-8.8781176208143,-80.1569088595842,-13.2955580371344,-9.24707356561362
"meters",-33.283584240057,-11.0968300338515,-131.806043264585,-52.8479005744258,-12.8687180745379
"method",-13.3787610026764,-8.72849896272939,-46.6219918982658,-32.2276647899353,-9.35305647501202
"mitigation",-9.74399579256376,-7.93075843487759,-21.1087606007299,-13.8820994788387,-9.3762763057916
"perception",-15.4808213946698,-9.00675104735527,-25.8715586013883,-10.3761006378827,-12.5067112357835
"prepare",-7.75715146194446,-7.79160656031899,-69.4671332907584,-26.0185853998606,-8.54799632630871
"repeatable",-41.3237289340876,-9.01619000918906,-55.8430807248136,-10.3995777242096,-9.85788950965578
"reproducible",-333.713381249568,-9.29600403373615,-317.337391765972,-10.4784307533515,-71.3686408123823
"requiring",-8.52357582873742,-10.4675024909192,-51.0501554762152,-10.3073642130586,-10.9962754644914
"risks",-7.0054540034927,-7.51903276028218,-46.7078146394545,-21.4095583009577,-7.90938495519762
"scientific",-47.7744537813162,-8.48884171430044,-79.0383444765722,-19.1098884336338,-9.60617517446921
"scopes",-13.3763107284936,-13.0326870413252,-28.8731848976195,-93.6888375836897,-21.7028252132726
"sequencing",-10.8368665074049,-10.9750190910986,-56.4984983131779,-28.0789991566744,-11.6831589417062
"sources",-9.66653718698976,-9.11962990813374,-70.0172714380322,-9.40869851169405,-6.62142973868486
"stress",-11.9695445076593,-8.14465379008572,-44.6959860474917,-15.0140922144779,-37.1425401645717
"thorough",-8.99024720503837,-8.36309839230927,-31.8811553564582,-9.45949522509051,-10.6596207699831
"true",-12.2516603188072,-9.29729077444498,-51.3523671187277,-9.64112805772793,-11.7101645394776
"turn",-28.4152598737802,-9.07887148704676,-42.4141110553554,-10.0045275029198,-8.46970220377579
"validating",-9.52597238976672,-7.69155823015505,-55.8171240235216,-11.5710976419866,-11.5026160828084
"bug",-9.58890247488363,-7.18488746807499,-60.5009543952052,-9.22913929807154,-18.4248461956281
"capabilitiesat",-17.692717917177,-255.724269702444,-329.15140826248,-13.5383590168648,-339.634160199364
"continual",-8.84522178755364,-50.5962665925447,-55.5255589935313,-9.99285458496544,-11.3349458138075
"detailat",-19.0385346805935,-259.922352322187,-326.34137437485,-13.5284037788108,-340.366788346571
"developmentat",-19.5214712556994,-256.113199153624,-326.157904103305,-13.5270692889088,-339.525229828787
"enhancing",-27.3929721755279,-8.64178169795089,-28.8862325673839,-8.61962373699957,-11.7475861081818
"filter",-10.0817757641982,-11.7845350876397,-42.6831086850536,-17.0242473923734,-10.4918574836884
"goals",-6.72667357706516,-7.1687943684828,-23.4492466693578,-8.51051505698181,-7.65849772487374
"involve",-8.97282488163558,-8.80936516584638,-21.2722383481373,-8.8222951033457,-10.6559566271987
"legal",-7.24167744438232,-41.7599018159304,-83.7808034239975,-48.9331603199243,-7.75179409071441
"mediums",-15.636066721252,-254.046173718679,-325.060185368321,-11.4586127413305,-340.647291498703
"ones",-10.1009296434058,-10.6582111360465,-14.7772009231198,-10.1676560290146,-10.4487887911807
"picture",-9.10328122388697,-15.4080560383938,-41.4150644553899,-9.06409059151794,-10.2540049518359
"release",-7.70494561582188,-7.52608177704447,-53.5593752026211,-7.72189615697201,-24.231476951539
"skillsat",-12.5157241925852,-70.695624634938,-307.773276733101,-11.7957805646526,-41.2680506468207
"superior",-9.44444514491579,-8.62691276815906,-35.5084915409853,-9.71213246929423,-9.25235874174583
"websites",-9.40385807628915,-206.133460181966,-8.42537121692082,-11.8917186052948,-21.6598350101717
"applied",-10.6740660985067,-8.42613421008834,-54.078057621317,-7.42904721116979,-7.79515343341585
"committers",-16.45337097308,-314.840181066375,-132.623090550721,-8.88097583782777,-44.8794045164182
"concurrent",-10.6108380292205,-49.032707584361,-44.2495750895806,-9.84693895834269,-11.4214081161528
"dev",-19.9242549667872,-116.212368025889,-61.8117486218905,-8.69738609410047,-10.2905341619749
"encryption",-75.1714676140863,-11.3663962208355,-99.1238495782785,-8.9636268318518,-29.3917692456225
"garbage",-64.859026577577,-82.9943083746363,-99.5775635066422,-10.6345517329992,-39.0238778238145
"internals",-63.4692708168449,-50.8579054100885,-54.5039194471258,-9.76372338868675,-27.2968665734539
"involved",-10.2967086557567,-8.13960014852002,-52.0900358015297,-7.91952965234138,-23.092177632326
"jvm",-59.5294090635261,-91.4559705574397,-46.748794734831,-9.44738604698938,-49.4875407606519
"netty",-154.032778160926,-71.8564072685109,-318.185769733305,-12.426311202227,-271.15430628269
"ops",-8.19555784495684,-36.9736692757715,-68.4790025247848,-8.94434791779549,-10.5717223260169
"playing",-78.284213935824,-94.0463027811162,-56.3359859939121,-9.24828373508369,-19.203283218493
"tcp",-44.4292807566581,-36.4296044120724,-23.585083397584,-9.18057496578596,-10.996479748574
"throughput",-9.44578341144098,-9.00004628063551,-45.825514774499,-9.8444685815758,-28.6516084007602
"websockets",-143.077549197073,-334.140019095754,-63.6628121488407,-12.4263112032485,-32.5397218974871
"alternative",-10.0064608787285,-9.91188912785195,-68.2138488123946,-40.6160691430304,-11.4857380607667
"approval",-8.65875639255221,-10.6245436680434,-60.1201359580553,-89.1493246937899,-17.5539561363013
"boarding",-8.98760402366145,-122.378002795575,-84.8277046512805,-27.3003435752396,-9.45588235909133
"closing",-8.43438804654218,-96.5677032106781,-15.0517487415046,-10.1824036510346,-10.9023597127256
"compensation",-7.29070742130195,-11.605348159528,-51.7430535776858,-8.7824527937369,-10.773212779469
"confidentially",-10.198100956757,-365.488677614315,-243.571845675857,-105.985605455404,-167.621951264041
"diplomatically",-10.1180582490847,-346.203214171616,-226.321398578317,-39.0644280768337,-37.3533099517018
"entry",-8.59652612967619,-72.2877283749326,-41.7744276154775,-10.7618628287733,-8.7760816363736
"executable",-10.7371406793039,-231.071326964141,-85.201008628269,-74.1194002415339,-20.3465243856374
"genuine",-9.56677848383809,-12.8960943487713,-10.3581829188514,-17.8724178596903,-13.551520342072
